date,years,spread_bp
2022-09-30,7.0,125.014
2022-09-30,10.0,137.907
2022-10-03,3.0,81.271
2022-10-03,5.0,104.326
2022-10-03,7.0,121.406
2022-10-03,10.0,135.334
2022-10-04,3.0,75.567
2022-10-04,5.0,97.983
2022-10-04,7.0,114.954
2022-10-04,10.0,130.552
2022-10-05,3.0,74.476
2022-10-05,5.0,97.158
2022-10-05,7.0,114.4
2022-10-05,10.0,129.407
2022-10-06,3.0,74.98
2022-10-06,5.0,98.738
2022-10-06,7.0,115.777
2022-10-06,10.0,130.323
2022-10-07,3.0,76.919
2022-10-07,5.0,101.445
2022-10-07,7.0,118.6
2022-10-07,10.0,132.291
2022-10-10,3.0,77.063
2022-10-10,10.0,132.564
2022-10-11,3.0,78.258
2022-10-11,5.0,103.325
2022-10-11,7.0,120.804
2022-10-11,10.0,135.015
2022-10-12,3.0,78.459
2022-10-12,5.0,102.465
2022-10-12,7.0,119.711
2022-10-12,10.0,134.102
2022-10-13,3.0,77.669
2022-10-13,5.0,101.159
2022-10-13,7.0,118.226
2022-10-13,10.0,133.259
2022-10-14,3.0,79.636
2022-10-14,5.0,104.063
2022-10-14,7.0,121.387
2022-10-14,10.0,135.234
2022-10-17,3.0,76.773
2022-10-17,5.0,98.396
2022-10-17,7.0,115.917
2022-10-17,10.0,131.295
2022-10-18,3.0,71.382
2022-10-18,5.0,94.316
2022-10-18,7.0,111.534
2022-10-18,10.0,127.129
2022-10-19,3.0,71.939
2022-10-19,5.0,96.406
2022-10-19,7.0,114.317
2022-10-19,10.0,127.936
2022-10-20,3.0,74.021
2022-10-20,5.0,99.101
2022-10-20,7.0,116.575
2022-10-20,10.0,130.213
2022-10-21,3.0,71.294
2022-10-21,5.0,94.239
2022-10-21,7.0,111.712
2022-10-21,10.0,126.71
2022-10-24,3.0,69.487
2022-10-24,5.0,93.644
2022-10-24,7.0,110.982
2022-10-24,10.0,125.499
2022-10-25,3.0,68.253
2022-10-25,5.0,92.758
2022-10-25,7.0,110.339
2022-10-25,10.0,124.82
2022-10-26,3.0,67.935
2022-10-26,5.0,92.363
2022-10-26,7.0,110.162
2022-10-26,10.0,124.939
2022-10-27,3.0,68.72
2022-10-27,5.0,93.196
2022-10-27,7.0,111.095
2022-10-27,10.0,125.979
2022-10-28,3.0,64.823
2022-10-28,5.0,87.525
2022-10-28,7.0,105.943
2022-10-28,10.0,122.385
2022-10-31,3.0,66.391
2022-10-31,5.0,90.269
2022-10-31,7.0,108.403
2022-10-31,10.0,123.62
2022-11-01,3.0,64.45
2022-11-01,5.0,88.751
2022-11-01,7.0,107.009
2022-11-01,10.0,122.999
2022-11-02,3.0,66.29
2022-11-02,5.0,91.288
2022-11-02,7.0,109.873
2022-11-02,10.0,124.976
2022-11-03,3.0,68.738
2022-11-03,5.0,94.037
2022-11-03,7.0,112.389
2022-11-03,10.0,127.358
2022-11-04,3.0,66.445
2022-11-04,5.0,90.028
2022-11-04,7.0,108.41
2022-11-04,10.0,124.741
2022-11-07,3.0,64.217
2022-11-07,5.0,88.517
2022-11-07,7.0,107.085
2022-11-07,10.0,122.852
2022-11-08,3.0,63.945
2022-11-08,5.0,88.794
2022-11-08,7.0,107.244
2022-11-08,10.0,122.722
2022-11-09,3.0,65.848
2022-11-09,5.0,92.236
2022-11-09,7.0,110.791
2022-11-09,10.0,125.42
2022-11-10,3.0,58.433
2022-11-10,5.0,83.17
2022-11-10,7.0,101.667
2022-11-10,10.0,118.046
2022-11-11,3.0,58.072
2022-11-11,10.0,118.057
2022-11-14,3.0,58.001
2022-11-14,5.0,83.383
2022-11-14,7.0,102.234
2022-11-14,10.0,118.27
2022-11-15,3.0,57.663
2022-11-15,5.0,82.96
2022-11-15,7.0,101.706
2022-11-15,10.0,117.966
2022-11-16,3.0,57.775
2022-11-16,5.0,82.943
2022-11-16,7.0,102.165
2022-11-16,10.0,118.157
2022-11-17,3.0,58.394
2022-11-17,5.0,83.254
2022-11-17,7.0,102.193
2022-11-17,10.0,118.304
2022-11-18,3.0,57.055
2022-11-18,5.0,81.856
2022-11-18,7.0,100.677
2022-11-18,10.0,117.071
2022-11-21,3.0,57.044
2022-11-21,5.0,81.453
2022-11-21,7.0,100.26
2022-11-21,10.0,116.997
2022-11-22,3.0,55.519
2022-11-22,5.0,79.806
2022-11-22,7.0,98.834
2022-11-22,10.0,115.869
2022-11-23,3.0,53.432
2022-11-23,5.0,77.49
2022-11-23,7.0,96.468
2022-11-23,10.0,113.938
2022-11-24,3.0,52.979
2022-11-24,10.0,113.376
2022-11-25,3.0,53.574
2022-11-25,5.0,78.02
2022-11-25,7.0,97.14
2022-11-25,10.0,113.965
2022-11-28,3.0,56.104
2022-11-28,5.0,82.126
2022-11-28,7.0,101.305
2022-11-28,10.0,116.888
2022-11-29,3.0,56.151
2022-11-29,5.0,81.011
2022-11-29,7.0,100.574
2022-11-29,10.0,117.474
2022-11-30,3.0,52.923
2022-11-30,5.0,75.638
2022-11-30,7.0,95.547
2022-11-30,10.0,113.677
2022-12-01,3.0,51.462
2022-12-01,5.0,77.035
2022-12-01,7.0,96.625
2022-12-01,10.0,113.206
2022-12-02,3.0,52.497
2022-12-02,5.0,77.814
2022-12-02,7.0,97.461
2022-12-02,10.0,114.341
2022-12-05,3.0,54.44
2022-12-05,5.0,80.034
2022-12-05,7.0,100.294
2022-12-05,10.0,115.735
2022-12-06,3.0,56.772
2022-12-06,5.0,82.869
2022-12-06,7.0,102.753
2022-12-06,10.0,118.831
2022-12-07,3.0,57.594
2022-12-07,5.0,82.069
2022-12-07,7.0,102.073
2022-12-07,10.0,118.72
2022-12-08,3.0,57.143
2022-12-08,5.0,81.644
2022-12-08,7.0,101.488
2022-12-08,10.0,117.869
2022-12-09,3.0,55.972
2022-12-09,5.0,80.395
2022-12-09,7.0,99.969
2022-12-09,10.0,116.628
2022-12-12,3.0,53.88
2022-12-12,5.0,78.011
2022-12-12,7.0,98.042
2022-12-12,10.0,115.049
2022-12-13,3.0,51.924
2022-12-13,5.0,75.815
2022-12-13,7.0,95.898
2022-12-13,10.0,113.218
2022-12-14,3.0,51.178
2022-12-14,5.0,75.988
2022-12-14,7.0,95.8
2022-12-14,10.0,112.624
2022-12-15,3.0,54.723
2022-12-15,5.0,80.549
2022-12-15,7.0,100.09
2022-12-15,10.0,116.308
2022-12-16,3.0,57.31
2022-12-16,5.0,83.306
2022-12-16,7.0,103.434
2022-12-16,10.0,119.421
2022-12-19,3.0,59.145
2022-12-19,5.0,85.037
2022-12-19,7.0,105.041
2022-12-19,10.0,120.78
2022-12-20,3.0,60.58
2022-12-20,5.0,86.466
2022-12-20,7.0,106.212
2022-12-20,10.0,121.982
2022-12-21,3.0,57.191
2022-12-21,5.0,81.246
2022-12-21,7.0,101.478
2022-12-21,10.0,118.217
2022-12-22,3.0,56.831
2022-12-22,5.0,82.653
2022-12-22,7.0,102.74
2022-12-22,10.0,118.431
2022-12-23,3.0,56.066
2022-12-23,5.0,80.849
2022-12-23,7.0,100.617
2022-12-23,10.0,117.301
2022-12-26,3.0,55.957
2022-12-26,10.0,117.164
2022-12-27,3.0,55.795
2022-12-27,5.0,80.753
2022-12-27,7.0,100.317
2022-12-27,10.0,116.635
2022-12-28,3.0,58.241
2022-12-28,5.0,84.111
2022-12-28,7.0,103.976
2022-12-28,10.0,119.565
2022-12-29,3.0,57.61
2022-12-29,5.0,81.71
2022-12-29,7.0,101.737
2022-12-29,10.0,118.214
2022-12-30,3.0,56.939
2022-12-30,5.0,82.024
2022-12-30,7.0,101.738
2022-12-30,10.0,117.813
2023-01-02,3.0,57.18
2023-01-02,10.0,117.734
2023-01-03,3.0,56.019
2023-01-03,5.0,80.267
2023-01-03,7.0,100.247
2023-01-03,10.0,116.898
2023-01-04,3.0,54.571
2023-01-04,5.0,78.525
2023-01-04,7.0,98.647
2023-01-04,10.0,115.068
2023-01-05,3.0,54.033
2023-01-05,5.0,78.626
2023-01-05,7.0,99.002
2023-01-05,10.0,115.221
2023-01-06,3.0,51.192
2023-01-06,5.0,74.566
2023-01-06,7.0,94.689
2023-01-06,10.0,112.038
2023-01-09,3.0,49.813
2023-01-09,5.0,74.626
2023-01-09,7.0,94.749
2023-01-09,10.0,111.54
2023-01-10,3.0,49.925
2023-01-10,5.0,74.723
2023-01-10,7.0,94.927
2023-01-10,10.0,111.601
2023-01-11,3.0,48.562
2023-01-11,5.0,72.349
2023-01-11,7.0,92.845
2023-01-11,10.0,110.373
2023-01-12,3.0,46.798
2023-01-12,5.0,70.82
2023-01-12,7.0,91.492
2023-01-12,10.0,109.095
2023-01-13,3.0,46.232
2023-01-13,5.0,70.483
2023-01-13,7.0,91.194
2023-01-13,10.0,108.786
2023-01-16,3.0,46.182
2023-01-16,10.0,108.898
2023-01-17,3.0,47.028
2023-01-17,5.0,71.983
2023-01-17,7.0,92.688
2023-01-17,10.0,110.168
2023-01-18,3.0,48.46
2023-01-18,5.0,73.903
2023-01-18,7.0,94.812
2023-01-18,10.0,112.02
2023-01-19,3.0,50.708
2023-01-19,5.0,76.077
2023-01-19,7.0,97.126
2023-01-19,10.0,114.139
2023-01-20,3.0,49.882
2023-01-20,5.0,74.083
2023-01-20,7.0,95.111
2023-01-20,10.0,112.97
2023-01-23,3.0,47.67
2023-01-23,5.0,71.943
2023-01-23,7.0,93.185
2023-01-23,10.0,110.883
2023-01-24,3.0,47.03
2023-01-24,5.0,71.564
2023-01-24,7.0,92.67
2023-01-24,10.0,110.41
2023-01-25,3.0,46.856
2023-01-25,5.0,71.587
2023-01-25,7.0,92.634
2023-01-25,10.0,110.537
2023-01-26,3.0,46.447
2023-01-26,5.0,71.482
2023-01-26,7.0,92.927
2023-01-26,10.0,111.431
2023-01-27,3.0,46.753
2023-01-27,5.0,71.474
2023-01-27,7.0,93.202
2023-01-27,10.0,111.528
2023-01-30,3.0,48.039
2023-01-30,5.0,73.651
2023-01-30,7.0,95.34
2023-01-30,10.0,113.493
2023-01-31,3.0,46.918
2023-01-31,5.0,71.383
2023-01-31,7.0,92.832
2023-01-31,10.0,111.826
2023-02-01,3.0,45.117
2023-02-01,5.0,68.521
2023-02-01,7.0,90.16
2023-02-01,10.0,109.387
2023-02-02,3.0,42.442
2023-02-02,5.0,67.198
2023-02-02,7.0,89.005
2023-02-02,10.0,107.706
2023-02-03,3.0,43.225
2023-02-03,5.0,69.044
2023-02-03,7.0,91.11
2023-02-03,10.0,109.227
2023-02-06,3.0,44.228
2023-02-06,5.0,70.166
2023-02-06,7.0,91.944
2023-02-06,10.0,110.025
2023-02-07,3.0,43.511
2023-02-07,5.0,68.711
2023-02-07,7.0,90.394
2023-02-07,10.0,108.971
2023-02-08,3.0,43.99
2023-02-08,5.0,69.863
2023-02-08,7.0,91.822
2023-02-08,10.0,109.708
2023-02-09,3.0,45.086
2023-02-09,5.0,70.934
2023-02-09,7.0,92.885
2023-02-09,10.0,110.734
2023-02-10,3.0,46.228
2023-02-10,5.0,72.821
2023-02-10,7.0,94.752
2023-02-10,10.0,112.46
2023-02-13,3.0,46.36
2023-02-13,5.0,71.253
2023-02-13,7.0,92.953
2023-02-13,10.0,111.136
2023-02-14,3.0,45.937
2023-02-14,5.0,71.078
2023-02-14,7.0,92.591
2023-02-14,10.0,110.932
2023-02-15,3.0,45.808
2023-02-15,5.0,70.965
2023-02-15,7.0,92.592
2023-02-15,10.0,110.853
2023-02-16,3.0,47.31
2023-02-16,5.0,73.174
2023-02-16,7.0,95.006
2023-02-16,10.0,112.732
2023-02-17,3.0,47.513
2023-02-17,5.0,72.805
2023-02-17,7.0,94.573
2023-02-17,10.0,112.728
2023-02-20,3.0,47.452
2023-02-20,10.0,112.58
2023-02-21,3.0,50.482
2023-02-21,5.0,77.036
2023-02-21,7.0,98.827
2023-02-21,10.0,116.275
2023-02-22,3.0,50.68
2023-02-22,5.0,76.14
2023-02-22,7.0,98.155
2023-02-22,10.0,116.157
2023-02-23,3.0,48.995
2023-02-23,5.0,74.364
2023-02-23,7.0,96.064
2023-02-23,10.0,114.51
2023-02-24,3.0,50.348
2023-02-24,5.0,76.874
2023-02-24,7.0,98.729
2023-02-24,10.0,116.004
2023-02-27,3.0,49.969
2023-02-27,5.0,75.506
2023-02-27,7.0,97.157
2023-02-27,10.0,115.532
2023-02-28,3.0,50.027
2023-02-28,5.0,76.383
2023-02-28,7.0,97.969
2023-02-28,10.0,115.866
2023-03-01,3.0,50.045
2023-03-01,5.0,75.536
2023-03-01,7.0,97.302
2023-03-01,10.0,115.526
2023-03-02,3.0,49.156
2023-03-02,5.0,74.835
2023-03-02,7.0,96.557
2023-03-02,10.0,115.008
2023-03-03,3.0,46.225
2023-03-03,5.0,70.849
2023-03-03,7.0,92.568
2023-03-03,10.0,112.129
2023-03-06,3.0,44.726
2023-03-06,5.0,70.654
2023-03-06,7.0,92.36
2023-03-06,10.0,110.738
2023-03-07,3.0,47.341
2023-03-07,5.0,73.18
2023-03-07,7.0,94.968
2023-03-07,10.0,113.169
2023-03-08,3.0,47.5
2023-03-08,5.0,74.265
2023-03-08,7.0,96.32
2023-03-08,10.0,113.968
2023-03-09,3.0,50.832
2023-03-09,5.0,78.786
2023-03-09,7.0,100.487
2023-03-09,10.0,117.818
2023-03-10,3.0,55.425
2023-03-10,5.0,83.034
2023-03-10,7.0,104.609
2023-03-10,10.0,121.349
2023-03-13,3.0,61.148
2023-03-13,5.0,90.914
2023-03-13,7.0,112.4
2023-03-13,10.0,127.702
2023-03-14,3.0,59.861
2023-03-14,5.0,85.003
2023-03-14,7.0,106.714
2023-03-14,10.0,124.109
2023-03-15,3.0,61.078
2023-03-15,5.0,88.395
2023-03-15,7.0,110.109
2023-03-15,10.0,125.224
2023-03-16,3.0,60.467
2023-03-16,5.0,82.791
2023-03-16,7.0,103.094
2023-03-16,10.0,120.702
2023-03-17,3.0,61.282
2023-03-17,5.0,87.87
2023-03-17,7.0,108.145
2023-03-17,10.0,122.787
2023-03-20,3.0,61.924
2023-03-20,5.0,88.504
2023-03-20,10.0,123.776
2023-03-21,3.0,54.505
2023-03-21,5.0,80.229
2023-03-21,10.0,116.656
2023-03-22,3.0,58.412
2023-03-22,5.0,83.25
2023-03-22,10.0,117.897
2023-03-23,3.0,61.686
2023-03-23,5.0,86.153
2023-03-23,10.0,120.977
2023-03-24,3.0,61.308
2023-03-24,5.0,84.817
2023-03-24,10.0,120.819
2023-03-27,3.0,60.258
2023-03-27,5.0,83.093
2023-03-27,10.0,118.152
2023-03-28,3.0,60.224
2023-03-28,5.0,83.866
2023-03-28,10.0,118.56
2023-03-29,3.0,56.882
2023-03-29,5.0,79.307
2023-03-29,10.0,114.979
2023-03-30,3.0,54.605
2023-03-30,5.0,77.75
2023-03-30,10.0,113.643
2023-03-31,3.0,52.457
2023-03-31,5.0,75.858
2023-03-31,10.0,112.103
2023-04-03,3.0,52.452
2023-04-03,5.0,76.286
2023-04-03,10.0,112.308
2023-04-04,3.0,54.412
2023-04-04,5.0,78.344
2023-04-04,10.0,114.185
2023-04-05,3.0,56.118
2023-04-05,5.0,80.716
2023-04-05,10.0,116.097
2023-04-06,3.0,56.258
2023-04-06,5.0,79.294
2023-04-06,10.0,115.627
2023-04-07,3.0,54.656
2023-04-07,5.0,77.906
2023-04-07,10.0,114.184
2023-04-10,3.0,54.932
2023-04-10,5.0,78.282
2023-04-10,10.0,114.676
2023-04-11,3.0,53.783
2023-04-11,5.0,76.63
2023-04-11,10.0,113.39
2023-04-12,3.0,53.573
2023-04-12,5.0,77.395
2023-04-12,10.0,113.666
2023-04-13,3.0,52.081
2023-04-13,5.0,74.988
2023-04-13,10.0,112.214
2023-04-14,3.0,51.075
2023-04-14,5.0,73.964
2023-04-14,10.0,111.19
2023-04-17,3.0,49.97
2023-04-17,5.0,73.604
2023-04-17,10.0,110.874
2023-04-18,3.0,50.396
2023-04-18,5.0,73.565
2023-04-18,10.0,110.946
2023-04-19,3.0,51.301
2023-04-19,5.0,75.22
2023-04-19,10.0,111.995
2023-04-20,3.0,53.022
2023-04-20,5.0,76.991
2023-04-20,10.0,113.805
2023-04-21,3.0,52.833
2023-04-21,5.0,76.051
2023-04-21,10.0,113.407
2023-04-24,3.0,52.415
2023-04-24,5.0,75.583
2023-04-24,10.0,113.015
2023-04-25,3.0,54.013
2023-04-25,5.0,78.06
2023-04-25,10.0,114.787
2023-04-26,3.0,55.283
2023-04-26,5.0,79.046
2023-04-26,10.0,115.809
2023-04-27,3.0,53.513
2023-04-27,5.0,76.143
2023-04-27,10.0,113.557
2023-04-28,3.0,52.523
2023-04-28,5.0,75.765
2023-04-28,10.0,112.819
2023-05-01,3.0,53.541
2023-05-01,5.0,77.533
2023-05-01,10.0,114.103
2023-05-02,3.0,55.735
2023-05-02,5.0,79.763
2023-05-02,10.0,116.027
2023-05-03,3.0,57.85
2023-05-03,5.0,81.619
2023-05-03,10.0,118.032
2023-05-04,3.0,58.918
2023-05-04,5.0,83.231
2023-05-04,10.0,118.889
2023-05-05,3.0,57.212
2023-05-05,5.0,80.551
2023-05-05,10.0,117.117
2023-05-08,3.0,57.087
2023-05-08,5.0,81.378
2023-05-08,10.0,117.256
2023-05-09,3.0,58.232
2023-05-09,5.0,82.32
2023-05-09,10.0,118.162
2023-05-10,3.0,57.132
2023-05-10,5.0,80.535
2023-05-10,10.0,117.122
2023-05-11,3.0,57.027
2023-05-11,5.0,80.92
2023-05-11,10.0,116.989
2023-05-12,3.0,57.088
2023-05-12,5.0,80.985
2023-05-12,10.0,116.98
2023-05-15,3.0,57.196
2023-05-15,5.0,80.899
2023-05-15,10.0,117.283
2023-05-16,3.0,58.476
2023-05-16,5.0,83.52
2023-05-16,10.0,118.952
2023-05-17,3.0,57.655
2023-05-17,5.0,80.431
2023-05-17,10.0,117.35
2023-05-18,3.0,56.137
2023-05-18,5.0,79.618
2023-05-18,10.0,116.445
2023-05-19,3.0,55.819
2023-05-19,5.0,79.492
2023-05-19,10.0,116.17
2023-05-22,3.0,53.876
2023-05-22,5.0,76.816
2023-05-22,10.0,114.248
2023-05-23,3.0,54.412
2023-05-23,5.0,78.484
2023-05-23,10.0,114.958
2023-05-24,3.0,55.485
2023-05-24,5.0,79.523
2023-05-24,10.0,116.102
2023-05-25,3.0,54.319
2023-05-25,5.0,77.268
2023-05-25,10.0,114.903
2023-05-26,3.0,52.723
2023-05-26,5.0,75.375
2023-05-26,10.0,113.117
2023-05-29,3.0,51.99
2023-05-29,10.0,112.614
2023-05-30,3.0,51.112
2023-05-30,5.0,74.355
2023-05-30,10.0,112.214
2023-05-31,3.0,51.07
2023-05-31,5.0,75.632
2023-05-31,10.0,113.229
2023-06-01,3.0,50.471
2023-06-01,5.0,73.752
2023-06-01,10.0,112.106
2023-06-02,3.0,48.308
2023-06-02,5.0,71.288
2023-06-02,10.0,110.083
2023-06-05,3.0,48.185
2023-06-05,5.0,71.943
2023-06-05,10.0,110.79
2023-06-06,3.0,47.629
2023-06-06,5.0,71.204
2023-06-06,10.0,110.404
2023-06-07,3.0,48.075
2023-06-07,5.0,71.89
2023-06-07,10.0,110.879
2023-06-08,3.0,47.213
2023-06-08,5.0,70.706
2023-06-08,10.0,110.135
2023-06-09,3.0,46.899
2023-06-09,5.0,70.628
2023-06-09,10.0,109.937
2023-06-12,3.0,47.13
2023-06-12,5.0,70.586
2023-06-12,10.0,110.025
2023-06-13,3.0,46.421
2023-06-13,5.0,70.045
2023-06-13,10.0,109.662
2023-06-14,3.0,46.882
2023-06-14,5.0,71.205
2023-06-14,10.0,110.314
2023-06-15,3.0,46.845
2023-06-15,5.0,70.395
2023-06-15,10.0,110.02
2023-06-16,3.0,45.935
2023-06-16,5.0,69.369
2023-06-16,10.0,109.196
2023-06-19,3.0,45.855
2023-06-19,10.0,108.982
2023-06-20,3.0,46.109
2023-06-20,5.0,70.053
2023-06-20,10.0,109.332
2023-06-21,3.0,46.869
2023-06-21,5.0,70.993
2023-06-21,10.0,110.199
2023-06-22,3.0,47.303
2023-06-22,5.0,71.16
2023-06-22,10.0,110.504
2023-06-23,3.0,48.153
2023-06-23,5.0,72.468
2023-06-23,10.0,111.433
2023-06-26,3.0,49.252
2023-06-26,5.0,73.913
2023-06-26,10.0,112.53
2023-06-27,3.0,47.74
2023-06-27,5.0,71.111
2023-06-27,10.0,110.924
2023-06-28,3.0,46.269
2023-06-28,5.0,69.619
2023-06-28,10.0,109.413
2023-06-29,3.0,45.187
2023-06-29,5.0,68.994
2023-06-29,10.0,108.802
2023-06-30,3.0,43.136
2023-06-30,5.0,66.22
2023-06-30,10.0,106.588
2023-07-03,3.0,42.838
2023-07-03,5.0,66.446
2023-07-03,10.0,106.383
2023-07-04,3.0,42.949
2023-07-04,10.0,106.337
2023-07-05,3.0,44.254
2023-07-05,5.0,68.821
2023-07-05,10.0,108.191
2023-07-06,3.0,45.847
2023-07-06,5.0,70.803
2023-07-06,10.0,110.042
2023-07-07,3.0,46.086
2023-07-07,5.0,70.031
2023-07-07,10.0,109.461
2023-07-10,3.0,44.492
2023-07-10,5.0,68.054
2023-07-10,10.0,107.947
2023-07-11,3.0,43.565
2023-07-11,5.0,65.898
2023-07-11,10.0,106.586
2023-07-12,3.0,40.452
2023-07-12,5.0,63.565
2023-07-12,10.0,103.872
2023-07-13,3.0,40.821
2023-07-13,5.0,65.008
2023-07-13,10.0,104.576
2023-07-14,3.0,42.775
2023-07-14,5.0,67.114
2023-07-14,10.0,106.684
2023-07-17,3.0,42.63
2023-07-17,5.0,66.169
2023-07-17,10.0,106.404
2023-07-18,3.0,41.858
2023-07-18,5.0,65.345
2023-07-18,10.0,105.648
2023-07-19,3.0,41.995
2023-07-19,5.0,65.738
2023-07-19,10.0,105.856
2023-07-20,3.0,42.019
2023-07-20,5.0,65.73
2023-07-20,10.0,106.101
2023-07-21,3.0,41.755
2023-07-21,5.0,65.16
2023-07-21,10.0,105.671
2023-07-24,3.0,41.426
2023-07-24,5.0,64.815
2023-07-24,10.0,105.426
2023-07-25,3.0,40.646
2023-07-25,5.0,64.694
2023-07-25,10.0,105.441
2023-07-26,3.0,40.239
2023-07-26,5.0,63.559
2023-07-26,10.0,104.661
2023-07-27,3.0,40.677
2023-07-27,5.0,64.96
2023-07-27,10.0,105.561
2023-07-28,3.0,39.432
2023-07-28,5.0,62.571
2023-07-28,10.0,103.802
2023-07-31,3.0,38.691
2023-07-31,5.0,62.901
2023-07-31,10.0,103.767
2023-08-01,3.0,39.3
2023-08-01,5.0,64.351
2023-08-01,10.0,104.692
2023-08-02,3.0,41.058
2023-08-02,5.0,66.484
2023-08-02,10.0,106.708
2023-08-03,3.0,42.528
2023-08-03,5.0,67.144
2023-08-03,10.0,107.579
2023-08-04,3.0,42.934
2023-08-04,5.0,68.173
2023-08-04,10.0,108.068
2023-08-07,3.0,42.518
2023-08-07,5.0,66.723
2023-08-07,10.0,107.425
2023-08-08,3.0,42.867
2023-08-08,5.0,67.718
2023-08-08,10.0,107.842
2023-08-09,3.0,42.868
2023-08-09,5.0,67.358
2023-08-09,10.0,107.859
2023-08-10,3.0,42.918
2023-08-10,5.0,66.798
2023-08-10,10.0,107.135
2023-08-11,3.0,42.265
2023-08-11,5.0,66.096
2023-08-11,10.0,106.694
2023-08-14,3.0,41.784
2023-08-14,5.0,65.69
2023-08-14,10.0,106.296
2023-08-15,3.0,42.707
2023-08-15,5.0,67.563
2023-08-15,10.0,107.452
2023-08-16,3.0,43.96
2023-08-16,5.0,69.009
2023-08-16,10.0,108.85
2023-08-17,3.0,45.805
2023-08-17,5.0,70.436
2023-08-17,10.0,110.278
2023-08-18,3.0,46.474
2023-08-18,5.0,70.621
2023-08-18,10.0,110.889
2023-08-21,3.0,45.593
2023-08-21,5.0,69.556
2023-08-21,10.0,109.909
2023-08-22,3.0,45.213
2023-08-22,5.0,69.069
2023-08-22,10.0,109.333
2023-08-23,3.0,42.815
2023-08-23,5.0,65.188
2023-08-23,10.0,107.005
2023-08-24,3.0,43.056
2023-08-24,5.0,67.643
2023-08-24,10.0,108.051
2023-08-25,3.0,42.062
2023-08-25,5.0,65.205
2023-08-25,10.0,106.361
2023-08-28,3.0,39.975
2023-08-28,5.0,64.011
2023-08-28,10.0,104.93
2023-08-29,3.0,39.372
2023-08-29,5.0,62.703
2023-08-29,10.0,103.872
2023-08-30,3.0,38.393
2023-08-30,5.0,62.611
2023-08-30,10.0,103.708
2023-08-31,3.0,38.947
2023-08-31,5.0,63.523
2023-08-31,10.0,104.624
2023-09-01,3.0,39.007
2023-09-01,5.0,63.29
2023-09-01,10.0,104.69
2023-09-04,3.0,39.049
2023-09-04,10.0,104.676
2023-09-05,3.0,39.724
2023-09-05,5.0,64.29
2023-09-05,10.0,105.509
2023-09-06,3.0,40.218
2023-09-06,5.0,64.637
2023-09-06,10.0,105.892
2023-09-07,3.0,40.545
2023-09-07,5.0,64.233
2023-09-07,10.0,105.688
2023-09-08,3.0,39.845
2023-09-08,5.0,64.335
2023-09-08,10.0,105.7
2023-09-11,3.0,39.182
2023-09-11,5.0,63.343
2023-09-11,10.0,104.985
2023-09-12,3.0,39.848
2023-09-12,5.0,64.292
2023-09-12,10.0,105.676
2023-09-13,3.0,39.351
2023-09-13,5.0,63.414
2023-09-13,10.0,105.231
2023-09-14,3.0,38.139
2023-09-14,5.0,62.29
2023-09-14,10.0,104.587
2023-09-15,3.0,38.088
2023-09-15,5.0,63.009
2023-09-15,10.0,105.018
2023-09-18,3.0,38.109
2023-09-18,5.0,63.101
2023-09-18,10.0,105.258
2023-09-19,3.0,38.33
2023-09-19,5.0,63.203
2023-09-19,10.0,105.404
2023-09-20,3.0,45.682
2023-09-20,5.0,70.27
2023-09-20,7.0,90.517
2023-09-20,10.0,109.889
2023-09-21,3.0,47.764
2023-09-21,5.0,72.785
2023-09-21,7.0,93.369
2023-09-21,10.0,111.899
2023-09-22,3.0,48.438
2023-09-22,5.0,72.541
2023-09-22,7.0,93.732
2023-09-22,10.0,112.108
2023-09-25,3.0,46.891
2023-09-25,5.0,73.015
2023-09-25,7.0,94.046
2023-09-25,10.0,112.5
2023-09-26,3.0,50.346
2023-09-26,5.0,74.485
2023-09-26,7.0,95.547
2023-09-26,10.0,113.665
2023-09-27,3.0,50.263
2023-09-27,5.0,73.945
2023-09-27,7.0,94.882
2023-09-27,10.0,113.296
2023-09-28,3.0,49.421
2023-09-28,5.0,72.975
2023-09-28,7.0,93.74
2023-09-28,10.0,112.289
2023-09-29,3.0,49.712
2023-09-29,5.0,73.927
2023-09-29,7.0,94.7
2023-09-29,10.0,112.852
2023-10-02,3.0,50.297
2023-10-02,5.0,74.704
2023-10-02,7.0,95.495
2023-10-02,10.0,113.533
2023-10-03,3.0,53.376
2023-10-03,5.0,77.957
2023-10-03,7.0,98.776
2023-10-03,10.0,116.17
2023-10-04,3.0,53.38
2023-10-04,5.0,76.921
2023-10-04,7.0,97.95
2023-10-04,10.0,115.993
2023-10-05,3.0,54.265
2023-10-05,5.0,78.359
2023-10-05,7.0,99.331
2023-10-05,10.0,116.844
2023-10-06,3.0,54.132
2023-10-06,5.0,75.28
2023-10-06,7.0,96.254
2023-10-06,10.0,114.897
2023-10-09,3.0,52.893
2023-10-09,10.0,114.521
2023-10-10,3.0,51.165
2023-10-10,5.0,74.343
2023-10-10,7.0,95.337
2023-10-10,10.0,113.347
2023-10-11,3.0,50.412
2023-10-11,5.0,73.548
2023-10-11,7.0,94.827
2023-10-11,10.0,113.094
2023-10-12,3.0,51.006
2023-10-12,5.0,74.841
2023-10-12,7.0,96.152
2023-10-12,10.0,113.763
2023-10-13,3.0,52.635
2023-10-13,5.0,76.88
2023-10-13,7.0,97.72
2023-10-13,10.0,114.978
2023-10-16,3.0,51.716
2023-10-16,5.0,74.674
